,id,url,title,description,date,image
35,GB9J8EWQFAU8YM125TGV6RNEVDLQDUNB,http://abcnews.go.com/Sports/wireStory/wichita-state-misconduct-inquiry-coach-gregg-marshall-73523217, Wichita State misconduct inquiry into coach Gregg Marshall,Wichita State men&rsquo;s basketball coach Gregg Marshall has confirmed that the school is conducting an internal investigation amid allegations...,2020-10-09 16:21:05,
36,WVPJFHNM1CXW1WIH0OHEOUQ4ABJGSRQW,http://abcnews.go.com/Sports/wireStory/whitey-ford-91-pitcher-epitomized-mighty-yankees-dies-73523605," Whitey Ford, 91, pitcher who epitomized mighty Yankees, dies",The great New York Yankees pitcher Whitey Ford has died...,2020-10-09 16:15:32,
37,LEZBKCGTHCNEA3J3UNOHRZEBLI4RWTPO,http://www.foxnews.com/sports/whitey-ford-new-york-yankees-pitching-great-dead-at-91-team-announces,"Whitey Ford, New York Yankees pitching great, dead at 91, team announces","Whitey Ford, one of the most talented pitchers in baseball history who helped lead the New York Yankees to a string of World Series wins in the...",2020-10-09 16:14:32,http://a57.foxnews.com60/60/AP20283470116867.jpg
38,JWR1GF7E5FLT85TZD9UQABKCHDLJ06QM,https://www.independent.co.uk/sport/football/premier-league/bt-sport-sky-sports-ppv-premier-league-price-fixtures-games-pay-per-view-b912765.html,BT Sport and Sky Sports urged to reconsider price of Premier League pay-per-view fixtures on TV,&lt;p&gt;At least 14 games from now until the end of October will only be available on BT Sport Box Office and Sky Sports Box Office&lt;/p&gt;...,2020-10-09 15:11:48,
39,BXUEVARZG31H2Z9FFNGBKD7KLWOMYI4C,http://abcnews.go.com/Sports/wireStory/ap-source-titans-good-news-positive-results-73520376, Jets have presumptive positive COVID-19 test,"New York Jets players and coaches have been sent home from their training facility after a presumptive positive coronavirus test, a person with...",2020-10-09 15:04:25,
40,ZTHE4J1NSR3BTGOSFTFAOJKX6KCMVGCM,https://www.independent.co.uk/sport/football/premier-league/premier-league-live-tv-sky-sports-box-office-pay-per-view-fixtures-ppv-b910956.html,Premier League makes matches pay-per-view on Sky Sports and BT Sport Box Office,&lt;p&gt;Sky and BT Sport will host games on their box office channels costing &pound;14.95&lt;/p&gt;...,2020-10-09 14:42:16,
41,CDVFLTS6X6RKYJZACBK1INMZ2U5P5F8K,https://www.independent.co.uk/sport/football/premier-league/gary-neville-premier-league-pay-per-view-sky-sports-bt-sport-box-office-tv-matches-games-b911406.html,Gary Neville hits out at ‘really bad’ Premier League move to make matches pay-per-view,&lt;p&gt;Sky Sports and BT Sport Box Office will charge fans &pound;14.95 on top of their existing subscriptions&lt;/p&gt;...,2020-10-09 13:56:17,
42,SXI4VHTRZPWJLSYKK71XOPAEBXPG5LE4,http://www.ibtimes.com/social-media-marketing-sports-how-use-instagram-twitter-facebook-keep-fans-engaged-3058820?utm_source=Public&utm_medium=Feed&utm_campaign=Distribution,"Social Media Marketing For Sports: How To Use Instagram, Twitter And Facebook To Keep Fans Engaged","In the modern sport era, social media is just as integral to a team’s marketing campaign as any other digital or physical form. Sports fan cultu...",2020-10-09 03:25:35,
43,NA91RWU4L4AUZF8UQH9M0GD7LCEOWP3Y,https://tvtonight.com.au/2020/10/bathurst-1000-channel-on-fox-sports.html,Bathurst 1000 channel on FOX Sports,Dedicated Bathurst 1000 channel begins on Monday and runs all week...,2020-10-09 02:59:21,"https://i1.wp.com/tvtonight.com.au/wp-content/uploads/image013.jpg?resize=520,350"
44,T0NVFNLSFM49XZ6H0WINCTZEPGX3QP8J,https://nypost.com/2020/10/08/sports-sinking-to-new-lows-here-is-the-latest-proof/,Sports sinking to new lows: Here is the latest proof,"Rearward, march! What a stretch. It came flying at us. Did the Braves’ Marcell Ozuna really slow to mime a “selfie” after hitting a home run? Di...",2020-10-09 01:38:58,https://nypost.com/wp-content/uploads/sites/2/2020/10/Marcell-Ozuna.jpg?quality=90&strip=all
45,VQXZ7ZWW09O9PMGTKMRKM6FJYGH3QO6E,http://www.smh.com.au/national/victoria/state-government-reviews-sports-grant-to-astroturf-coburg-north-oval-20201009-p563jc.html?ref=rss&utm_medium=rss&utm_source=rss_feed,State government reviews sports grant to astroturf Coburg North oval,The state government has pulled a sports grant from Moreland Council while it investigates a funding application to rip up a grass oval and repl...,2020-10-09 00:54:21,
46,T0WVM5HICNZA3TH8F8GQEXFYKML6RPZ5,https://news.google.com/__i/rss/rd/articles/CBMibWh0dHBzOi8vc3BvcnRzLnlhaG9vLmNvbS9ub3Zhay1kam9rb3ZpYy1wYWJsby1jYXJyZW5vLWJ1c3RhLWZyZW5jaC1vcGVuLXRyZWF0bWVudC1nYW1lc21hbnNoaXAtMjM0OTQxMzAzLmh0bWzSAXVodHRwczovL3Nwb3J0cy55YWhvby5jb20vYW1waHRtbC9ub3Zhay1kam9rb3ZpYy1wYWJsby1jYXJyZW5vLWJ1c3RhLWZyZW5jaC1vcGVuLXRyZWF0bWVudC1nYW1lc21hbnNoaXAtMjM0OTQxMzAzLmh0bWw?oc=5,Was Novak Djokovic's medical stoppage some French Open gamesmanship? His opponent thinks so - Yahoo Sports,Was Novak Djokovic's medical stoppage some French Open gamesmanship? His opponent thinks so&nbsp;&nbsp;Yahoo SportsOpinion: With Rafael Nadal ne...,2020-10-08 23:49:00,
47,NKWDXAP8P5HMIHV4ZLBOO7T1VSIWJG02,https://www.inputmag.com/gaming/fifa-21-review-xbox-series-x-playstation-5-features-ea-sports-interview,'FIFA 21' and the journey of making a video game during the pandemic,"Aaron McHardy, senior producer of EA Sports ""FIFA,"" on the challenges of bringing the soccer title to life, what's new, and making the gameplay...",2020-10-08 21:18:39,https://imgix.bustle.com/uploads/image/2020/10/5/39a93f27-15a5-4667-821d-546d6c8afca0-haaland_gameplay_agile_dribbling_lores_1x1_wm.jpg
48,8LH4QBLMDGD3OFJSXU5ARZ4I7LBWPWF9,https://www.nytimes.com/2020/10/08/sports/tennis/the-many-sides-of-novak-djokovic-out-there-for-all-to-see.html,"The Many Sides of Novak Djokovic, Out There for All to See","Djokovic is nothing like Roger Federer and Rafael Nadal. Where they are private and controlled, he is an irreverent, emotional exhibitionist. Ju...",2020-10-08 18:48:07,
49,EHY3MUNDJRTWBZRC0VGINCQKTKV8MDPC,https://www.independent.co.uk/sport/us-sport/jurassic-park-to-apocalypse-now-usopc-faces-steep-climb-usopc-us-coronavirus-pandemic-sports-ap-b890334.html,'Jurassic Park' to 'Apocalypse Now': USOPC faces steep climb,"Even before the coronavirus pandemic wiped the Summer Olympics off the 2020 sports calendar, the U.S. Olympic and Paralympic Committee was an or...",2020-10-08 18:18:50,
