,id,url,title,description,date,image
15,AUCCZEMPI9B0EUOG1CMXMKMG1YWSQKYR,https://www.theguardian.com/stage/2020/oct/12/tamara-rojo-interview-english-national-ballet-despite-everything-its-a-very-creative-moment,"Tamara Rojo: 'Despite everything, it’s a very creative moment'","English National Ballet will return to the stage soon, but dance’s wider future looks precarious. The company’s artistic director tells us about...",2020-10-12 11:16:51,https://i.guim.co.uk/img/media/358703c862b49ce6a6c8aa8cc8b8bf80624b42e0/0_106_3500_2101/master/3500.jpg?width=460&quality=85&auto=format&fit=max&s=08f3111d15397606c9a0edb5a2d38e37
16,1BWWAELHN3OSA7LOJCNXEQW5MFKA9PDR,http://www.smh.com.au/national/nsw/phone-calls-reveal-close-relationship-debts-and-business-dealings-20201012-p564a8.html?ref=rss&utm_medium=rss&utm_source=rss_feed,"Phone calls reveal close relationship, debts and business dealings","Premier Gladys Berejiklian and former Wagga Wagga MP Daryl Maguire discussed their possible future together, his debt and business dealings in s...",2020-10-12 06:37:50,
17,FYBQCMCVYWZHAUGVZDITOC3RV64WFX6N,http://www.smh.com.au/national/victoria/those-who-lived-loved-and-are-gone-elaine-egan-20201009-p563im.html?ref=rss&utm_medium=rss&utm_source=rss_feed,"Those who lived, loved and are gone: Elaine Egan","Here, we continue The Age's series in memory and celebration of the people taken by the coronavirus...",2020-10-12 06:36:03,
18,DGPQL3SXEZI4AHOSMLDBDCOVIR9YODHJ,http://www.smh.com.au/national/nsw/rule-numero-uno-for-powerful-women-in-politics-don-t-shag-mr-shady-20201012-p564bz.html?ref=rss&utm_medium=rss&utm_source=rss_feed,"Rule 'numero uno' for powerful women in politics, don't shag Mr Shady",I am beyond disappointed by Gladys Berejiklian's lack of common sense...,2020-10-12 06:01:47,
19,HYA9WTFJ0OQUSKGOUB4INN85GTIXECGN,http://www.smh.com.au/national/western-australia/mining-companies-ban-ship-crew-from-manila-as-another-ore-carrier-outbreak-arrives-in-pilbara-20201012-p564d2.html?ref=rss&utm_medium=rss&utm_source=rss_feed,Mining companies ban ship crew from Manila as another ore carrier outbreak arrives in Pilbara,Health Minister Roger Cook said the situation where bulk carrier crew members were bringing the infection on board a vessel and then incubating...,2020-10-12 05:52:26,
20,8BZD4KRHLAF5WYZF091NZOMJYPG6EQMN,https://www.theguardian.com/commentisfree/2020/oct/12/even-without-private-clubs-the-egalitarian-australian-beach-is-a-national-myth,"Even without private clubs, the 'egalitarian' Australian beach is a national myth | Alex McKinnon","From the Cronulla riots to exclusive real estate, beaches have often been inaccessible to many in AustraliaLast week news that Waverley council...",2020-10-12 05:13:34,https://i.guim.co.uk/img/media/5767510834d7dfab675f28bce736cd086d84b3e8/0_96_5271_3164/master/5271.jpg?width=460&quality=85&auto=format&fit=max&s=988357c465c6f888b839b4bd5fa51258
21,9HIWV9VUZCHKAUKGFPJI87YUPZ733T1U,http://www.ibtimes.com/national-savings-day-2020-quotes-will-inspire-you-save-money-3060582?utm_source=Public&utm_medium=Feed&utm_campaign=Distribution,National Savings Day 2020: Quotes That Will Inspire You To Save Money ,National Savings Day is celebrated in the United States on Oct.12 to encourage people to save money. It is very important to control your expens...,2020-10-12 05:06:00,
22,QI8KJRCD0VTETUFHNQH5T6KPKVY4O0D9,http://www.smh.com.au/national/nsw/ahmed-jaghbir-guilty-of-accessory-to-murder-his-friend-kemel-barakat-20201012-p564au.html?ref=rss&utm_medium=rss&utm_source=rss_feed,Ahmed Jaghbir guilty of being accessory to murder his friend Kemel Barakat,"The underworld figure known as ""Blackie"" trusted Jaghbir to get him a new door and locks, a decision that would prove fatal, after he was shot d...",2020-10-12 04:55:34,
23,CVDRZ2FYIV9QUGJM2LP7E06HIMBCLML5,http://www.smh.com.au/national/nsw/who-could-replace-gladys-berejiklian-as-nsw-premier-20201012-p564ca.html?ref=rss&utm_medium=rss&utm_source=rss_feed,Who could replace Gladys Berejiklian as NSW Premier?,Several contenders are in the mix to replace Gladys Berejiklian should she resign following Monday's ICAC revelations about her relationship wit...,2020-10-12 04:51:26,
24,PYBZ4FNIXLAEUCGTNW2MVLR8SYPSUXAP,http://www.smh.com.au/national/queensland/ask-a-reporter-who-will-lead-the-lnp-if-it-loses-the-election-20201006-p562ha.html?ref=rss&utm_medium=rss&utm_source=rss_feed,Ask a Reporter: Who will lead the LNP if it loses the election?,"This Queensland election campaign, Brisbane Times is not only reporting on the news of the day, we’re also asking questions on your behalf. Dire...",2020-10-12 04:49:28,
25,DGY8NLVTOPYSZFWLWLQPRTSLUVQEGCD3,http://www.smh.com.au/national/victoria/king-street-murder-accused-fronts-court-as-manhunt-launched-20201012-p5646t.html?ref=rss&utm_medium=rss&utm_source=rss_feed,King Street murder accused fronts court as manhunt launched,A 43-year-old woman accused of the stabbing murder of a man on King Street in Melbourne’s CBD has fronted court as homicide squad detectives hun...,2020-10-12 03:57:26,
26,N023KEQAI5KH5LM4K9K8HM7VWBXZUV2E,http://www.smh.com.au/national/western-australia/student-takes-aim-at-minister-as-he-warns-of-the-abhorrent-state-of-the-mental-health-of-year-12s-20201008-p563cv.html?ref=rss&utm_medium=rss&utm_source=rss_feed,Student takes aim at minister as he warns of 'the abhorrent state of the mental health of year 12s',He said constant testing and an 'insane' curriculum meant information couldn't be absorbed and students only concentrated on passing the next te...,2020-10-12 03:21:29,
27,1GKCDPEQC4LIMPO92HM68XTS3SPC9VJW,http://www.smh.com.au/national/western-australia/dive-into-magic-beach-the-water-looks-adventurous-20201012-p5649h.html?ref=rss&utm_medium=rss&utm_source=rss_feed,"Dive into Magic Beach, the water looks adventurous","It's a children's show, it's a magic children's show – full of giggles, imaginative play and fun...",2020-10-12 03:16:35,
28,HKLWMIGTFNAY0Q6VQNOPTZ2PI3LX45EI,https://tv.avclub.com/lovecraft-country-tackles-personal-and-national-trauma-1845342523,Lovecraft Country tackles personal and national trauma in “Rewind 1921”,"Secrets come out, Hippolyta is back, and Tic, Leti, and Montrose are headed back in time. It’s the Tulsa episode, everyone! This bit of history...",2020-10-12 02:05:00,"https://i.kinja-img.com/gawker-media/image/upload/s--FJs3f4mQ--/c_fit,fl_progressive,q_80,w_636/mcsxurq7lwfpajvdpgsr.jpg"
29,BZILXB83T9XAMRUKCPTSMLZDY7K6JNJ4,https://www.independent.co.uk/sport/us-sport/national-football-league/prescott-has-gruesome-injury-cowboys-rally-to-beat-giants-dak-prescott-cowboys-injury-new-york-new-york-giants-b975581.html,"Prescott has gruesome injury, Cowboys rally to beat Giants",Dak Prescott sustained a gruesome ankle injury not long after his first career touchdown catch before backup Andy Dalton led a drive to a field...,2020-10-11 23:57:09,
30,GNH8V09EPEHXXNKTOYJURF5BZ1T6QALW,https://www.independent.co.uk/sport/us-sport/national-football-league/costly-mistakes-foil-jaguars-in-3014-loss-to-texans-jaguars-deshaun-watson-loss-loss-team-b974278.html,Costly mistakes foil Jaguars in 30-14 loss to Texans,Costly errors and an inability to take advantage of Houston&rsquo;s mistakes gave the Jacksonville Jaguars another loss to a previously winless...,2020-10-11 22:50:10,
31,GTUFQ9O13HL0D7QESDRBINPMAHVJNHPV,https://www.independent.co.uk/sport/us-sport/national-football-league/bridgewaters-2-tds-burris-pick-lead-panthers-over-falcons-carolina-panthers-turnout-ap-matt-ryan-coach-b971368.html,"Bridgewater's 2 TDs, Burris pick lead Panthers over Falcons","Teddy Bridgewater threw for 313 yards and two touchdowns, Juston Burris made a huge interception in the end zone and the Carolina Panthers held...",2020-10-11 20:16:56,
32,UXWE5EG9PHYZERC840VCBGYOK7IWMO6D,https://www.independent.co.uk/sport/us-sport/national-football-league/the-latest-sanders-claypool-lead-eaglessteelers-shootout-nfl-philadelphia-eagles-alex-smith-new-york-jets-philadelphia-b969004.html,"The Latest: Sanders, Claypool lead Eagles-Steelers shootout",Pittsburgh receiver Chase Claypool and Philadelphia running back Mile Sanders have each scored two touchdowns as the Steelers and Eagles are tie...,2020-10-11 18:10:30,
33,VGP3OLTMHO4IUYJM9QJX5UCHYKJFIDWN,https://www.independent.co.uk/news/saudis-national-commercial-bank-buys-samba-in-148b-deal-bank-bank-deal-saudi-samba-b965800.html,Saudi's National Commercial Bank buys Samba in $14.8B deal,"Saudi Arabia&rsquo;s National Commercial Bank says it will purchase rival lender Samba Financial Group in a deal valued at $14.8 billion, creati...",2020-10-11 15:25:09,
34,FWFOXMN6CKE5WQNUIDM3UOPB1NP929S3,https://www.independent.co.uk/news/uk/politics/coronavirus-lockdown-manchester-north-furlough-robert-jenrick-merseyside-rishi-sunak-b960100.html,"No extra support for workers in lockdown areas because ‘the national debt is rising’, government says",&lt;p&gt;Communities secretary says support package enough after northern leaders warn it is &lsquo;insufficient&rsquo; and will destroy communi...,2020-10-11 10:42:49,
35,GPNVCJGDVWCDJ60GAIKDUBS73LU7WCRH,https://www.nytimes.com/2020/10/11/us/politics/in-a-small-alabama-town-suddenly-all-politics-is-national.html,"In a Small Alabama Town, Suddenly All Politics Is National","The race for mayor in Montevallo used to be low-key and nonpartisan. In the Trump era, one candidate learned the hard way that’s no longer the c...",2020-10-11 07:00:11,
36,5X5FGOX3JURZ8F8BLM1PLEIPVEOLTL3U,http://www.smh.com.au/national/victoria/dan-andrews-is-a-moving-target-journalists-need-to-improve-their-aims-20201009-p563lt.html?ref=rss&utm_medium=rss&utm_source=rss_feed,Dan Andrews is a moving target. Journalists need to improve their aims,The premier's marathon press conferences have been unprecedented exercises in politics. They have also shown how journalism is both essential an...,2020-10-10 13:05:00,
37,7ODVWQRAVL4HQK89IX3S3KGL5CGRHNTP,http://www.smh.com.au/national/defence-force-applications-soar-by-25-per-cent-amid-covid-19-20201009-p563h8.html?ref=rss&utm_medium=rss&utm_source=rss_feed,Defence Force applications soar by 25 per cent amid COVID-19,"Defence roles are in the public eye, especially since the ADF responded to last summer's bushfires and the pandemic...",2020-10-10 13:05:00,
38,VFBKWO8TBXY5HPK0GIVESNPY1FOQEVA6,http://www.smh.com.au/national/no-no-no-and-a-thousand-times-no-to-roping-off-bondi-beach-for-the-beautiful-people-20201009-p563kl.html?ref=rss&utm_medium=rss&utm_source=rss_feed,"No, no, no, and a thousand times NO to roping off Bondi Beach for the beautiful people",A European-style beach club would be a stain on the very fabric of the country!...,2020-10-10 13:02:00,
39,OH18VKX2QNWNESK35MTYRGOCRF8WHWKB,http://www.smh.com.au/national/western-sydney-councils-stick-by-housing-targets-despite-pandemic-20201010-p563v9.html?ref=rss&utm_medium=rss&utm_source=rss_feed,Western Sydney councils stick by housing targets despite pandemic,"Cumberland City mayor Steve Christou said the council's support for housing targets depends on ""smart planning and developments are going up in...",2020-10-10 13:00:00,
40,LUUVTNLBSM3NHFPJ1E6AVO5WKHJM39SA,http://www.smh.com.au/national/it-s-not-elitist-meet-the-man-who-wants-to-open-a-beach-club-at-bondi-20201010-p563ug.html?ref=rss&utm_medium=rss&utm_source=rss_feed,'It's not elitist': Meet the man who wants to open a beach club at Bondi,Janek‌ ‌Gazecki says his plan to create an upmarket beach club on Bondi Beach is not elitist...,2020-10-10 13:00:00,
41,VZNZTSOHBPUUR7576NSYCKUJFLLGQIRD,http://www.smh.com.au/national/nsw/women-owned-businesses-take-brunt-as-downturn-sets-in-20201010-p563u6.html?ref=rss&utm_medium=rss&utm_source=rss_feed,Women-owned businesses take brunt as downturn sets in,"Women-owned businesses are now suffering more than men's as the 'compounding' economic, physical and mental effects of the pandemic drag on...",2020-10-10 13:00:00,
42,WJ26OCDGF79KKNDZOIVTALCFOQWMGY0P,http://www.smh.com.au/national/victoria/some-brides-are-cancelling-for-a-third-time-women-s-businesses-hit-hard-in-second-wave-20201010-p563sw.html?ref=rss&utm_medium=rss&utm_source=rss_feed,'Some brides are cancelling for a third time': Women's businesses hit hard in second wave,"Victorian women are 'uniquely' affected by the pandemic as economic, physical and mental impacts combine, research has found...",2020-10-10 13:00:00,
43,CP8ICQR7HVYF12JL3JO9TETIYFUBKYNT,http://www.smh.com.au/national/should-you-freeze-your-eggs-ivf-websites-don-t-crack-the-surface-20201007-p562t0.html?ref=rss&utm_medium=rss&utm_source=rss_feed,Should you freeze your eggs? IVF websites don't crack the surface,"Australia’s egg-freezing business is booming, but women wanting to preserve their fertility need far more clarity about the success rates, costs...",2020-10-10 13:00:00,
44,JXTVL5EQTEARBSGPS0VWBCIWW3X9KDMK,http://www.smh.com.au/national/drawn-to-serve-pandemic-sees-spike-in-number-of-adf-recruits-20201001-p56100.html?ref=rss&utm_medium=rss&utm_source=rss_feed,Drawn to serve: Pandemic sees spike in number of ADF recruits,The number of young Australians joining the armed forces is rising sharply. The diversity of the new recruits is shattering some stereotypes abo...,2020-10-10 13:00:00,
45,WQPOX2ONK315AFRT4TJLBHJU7ZLGFCRY,http://www.smh.com.au/national/queensland/how-queensland-s-national-parks-generate-billions-every-year-20201009-p563kk.html?ref=rss&utm_medium=rss&utm_source=rss_feed,How Queensland's national parks generate billions every year,Research from two University of Queensland researchers in partnership with the Department of Environment and Science shows the tourism value of...,2020-10-10 12:59:00,
46,Y6YZJFVQUFN1MDIR59FOHL9MNXHTDUIG,http://www.smh.com.au/national/nsw/virtual-city2surf-prompt-warning-as-runners-flock-to-footpaths-20201010-p563tl.html?ref=rss&utm_medium=rss&utm_source=rss_feed,'Virtual' City2Surf prompt warning as runners flock to footpaths,"The pandemic will prevent the run taking place on its usual route from the CBD to Bondi Beach, but runners, joggers and walkers can choose their...",2020-10-10 12:45:00,
47,ZS7JXZDIOYGMHGVLC5XAEMIHRV330QJR,http://www.smh.com.au/national/victoria/rollercoaster-year-7-back-on-track-from-monday-20201009-p563mh.html?ref=rss&utm_medium=rss&utm_source=rss_feed,Rollercoaster year 7 back on track from Monday,"The transition from primary school to high school is crucial in every child's development, with both students and parents breathing a sigh of re...",2020-10-10 12:30:00,
48,1PIOJJYWRADOIYLSTACW2UZQVC2GCD1O,http://www.smh.com.au/national/victoria/federation-university-backs-fee-reform-amid-foreign-student-plunge-20201008-p5639i.html?ref=rss&utm_medium=rss&utm_source=rss_feed,Federation University backs fee reform amid foreign student plunge,"COVID-19 could end the days of cramming university students into large lecture halls, and that will be no bad thing, Victoria’s newest vice-chan...",2020-10-10 12:30:00,
49,KXP7TYQ2NZEZWWB9I6DZJDLL5IAUAU8P,http://www.aljazeera.com/news/2020/10/10/swiss-hostage-held-in-mali-killed-switzerland,Switzerland says its national held hostage in Mali killed,"Swiss foreign ministry says Beatrice Stoeckli, kidnapped four years ago by alleged al-Qaeda fighters, has been killed...",2020-10-10 08:28:59,
